travelCode;userCode;name;place;days;price;total;date
1301;11;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2022/02/17
1303;11;Hotel BP;Brasilia (DF);4;247.62;990.48;2022/03/03
1316;11;Hotel BP;Brasilia (DF);2;247.62;495.24;2022/06/02
1319;11;Hotel Z;Aracaju (SE);3;208.04;624.12;2022/06/23
1322;11;Hotel BD;Natal (RN);2;242.88;485.76;2022/07/14
1325;11;Hotel K;Salvador (BH);3;263.41;790.23;2022/08/04
1327;11;Hotel A;Florianopolis (SC);3;313.02;939.06;2022/08/18
1328;11;Hotel BW;Campo Grande (MS);4;60.39;241.56;2022/08/25
1334;11;Hotel Z;Aracaju (SE);4;208.04;832.16;2022/10/06
1349;11;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2023/01/19
1350;11;Hotel Z;Aracaju (SE);3;208.04;624.12;2023/01/26
1357;11;Hotel BW;Campo Grande (MS);1;60.39;60.39;2023/03/16
1362;11;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2023/04/20
1365;11;Hotel BD;Natal (RN);1;242.88;242.88;2023/05/11
1368;12;Hotel BD;Natal (RN);1;242.88;242.88;2019/09/26
1369;12;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2019/10/03
1371;12;Hotel Z;Aracaju (SE);1;208.04;208.04;2019/10/17
1378;12;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2019/12/05
1380;12;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2019/12/19
1383;12;Hotel BD;Natal (RN);4;242.88;971.52;2020/01/09
1388;12;Hotel AU;Recife (PE);1;312.83;312.83;2020/02/13
1389;12;Hotel AU;Recife (PE);2;312.83;625.66;2020/02/20
1391;12;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/03/05
1396;12;Hotel BP;Brasilia (DF);3;247.62;742.86;2020/04/09
1397;12;Hotel K;Salvador (BH);4;263.41;1053.64;2020/04/16
1398;12;Hotel BW;Campo Grande (MS);4;60.39;241.56;2020/04/23
1400;12;Hotel K;Salvador (BH);1;263.41;263.41;2020/05/07
1404;12;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/06/04
1405;12;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/06/11
1407;12;Hotel A;Florianopolis (SC);1;313.02;313.02;2020/06/25
1408;12;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2020/07/02
1412;12;Hotel BD;Natal (RN);4;242.88;971.52;2020/07/30
1414;12;Hotel AU;Recife (PE);1;312.83;312.83;2020/08/13
1415;12;Hotel A;Florianopolis (SC);3;313.02;939.06;2020/08/20
1417;12;Hotel Z;Aracaju (SE);3;208.04;624.12;2020/09/03
1420;12;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2020/09/24
1425;12;Hotel AU;Recife (PE);1;312.83;312.83;2020/10/29
1429;12;Hotel Z;Aracaju (SE);3;208.04;624.12;2020/11/26
1431;12;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/12/10
1435;12;Hotel BD;Natal (RN);4;242.88;971.52;2021/01/07
1440;13;Hotel AU;Recife (PE);4;312.83;1251.32;2019/10/10
1441;13;Hotel K;Salvador (BH);2;263.41;526.82;2019/10/17
1442;13;Hotel Z;Aracaju (SE);2;208.04;416.08;2019/10/24
1443;13;Hotel BP;Brasilia (DF);4;247.62;990.48;2019/10/31
1444;13;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2019/11/07
1445;13;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2019/11/14
1447;13;Hotel AU;Recife (PE);2;312.83;625.66;2019/11/28
1453;13;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/01/09
1454;13;Hotel K;Salvador (BH);4;263.41;1053.64;2020/01/16
1456;13;Hotel K;Salvador (BH);2;263.41;526.82;2020/01/30
1463;13;Hotel K;Salvador (BH);3;263.41;790.23;2020/03/19
1466;13;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/04/09
1470;13;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/05/07
1476;13;Hotel K;Salvador (BH);4;263.41;1053.64;2020/06/18
1479;13;Hotel AU;Recife (PE);2;312.83;625.66;2020/07/09
1482;13;Hotel BW;Campo Grande (MS);4;60.39;241.56;2020/07/30
1483;13;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2020/08/06
1495;13;Hotel BD;Natal (RN);4;242.88;971.52;2020/10/29
1496;13;Hotel K;Salvador (BH);3;263.41;790.23;2020/11/05
1499;13;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/11/26
1503;13;Hotel BD;Natal (RN);4;242.88;971.52;2020/12/24
1505;13;Hotel AU;Recife (PE);2;312.83;625.66;2021/01/07
1507;13;Hotel AU;Recife (PE);1;312.83;312.83;2021/01/21
1508;13;Hotel BW;Campo Grande (MS);2;60.39;120.78;2021/01/28
1518;13;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2021/04/08
1524;13;Hotel AU;Recife (PE);4;312.83;1251.32;2021/05/20
1525;13;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2021/05/27
1526;13;Hotel K;Salvador (BH);3;263.41;790.23;2021/06/03
1528;13;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2021/06/17
1534;13;Hotel Z;Aracaju (SE);4;208.04;832.16;2021/07/29
1535;13;Hotel Z;Aracaju (SE);4;208.04;832.16;2021/08/05
1536;13;Hotel K;Salvador (BH);1;263.41;263.41;2021/08/12
1538;13;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2021/08/26
1539;13;Hotel K;Salvador (BH);4;263.41;1053.64;2021/09/02
1540;13;Hotel BW;Campo Grande (MS);1;60.39;60.39;2021/09/09
1546;13;Hotel Z;Aracaju (SE);3;208.04;624.12;2021/10/21
1548;13;Hotel K;Salvador (BH);1;263.41;263.41;2021/11/04
1554;13;Hotel BW;Campo Grande (MS);4;60.39;241.56;2021/12/16
1556;13;Hotel K;Salvador (BH);4;263.41;1053.64;2021/12/30
1557;13;Hotel BD;Natal (RN);4;242.88;971.52;2022/01/06
1566;13;Hotel Z;Aracaju (SE);3;208.04;624.12;2022/03/10
1575;13;Hotel BW;Campo Grande (MS);1;60.39;60.39;2022/05/12
1576;13;Hotel BP;Brasilia (DF);4;247.62;990.48;2022/05/19
1587;13;Hotel BW;Campo Grande (MS);3;60.39;181.17;2022/08/04
1592;13;Hotel Z;Aracaju (SE);2;208.04;416.08;2022/09/08
1602;13;Hotel BD;Natal (RN);3;242.88;728.64;2022/11/17
1604;13;Hotel BW;Campo Grande (MS);1;60.39;60.39;2022/12/01
1607;13;Hotel BP;Brasilia (DF);4;247.62;990.48;2022/12/22
1610;13;Hotel BD;Natal (RN);3;242.88;728.64;2023/01/12
1612;13;Hotel Z;Aracaju (SE);3;208.04;624.12;2023/01/26
1618;14;Hotel K;Salvador (BH);2;263.41;526.82;2019/10/03
1621;14;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2019/10/24
1622;14;Hotel BD;Natal (RN);3;242.88;728.64;2019/10/31
1625;14;Hotel K;Salvador (BH);1;263.41;263.41;2019/11/21
1636;14;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/02/06
1640;14;Hotel K;Salvador (BH);4;263.41;1053.64;2020/03/05
1642;14;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/03/19
1651;14;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/05/21
1652;14;Hotel K;Salvador (BH);3;263.41;790.23;2020/05/28
1663;15;Hotel BW;Campo Grande (MS);4;60.39;241.56;2019/11/07
1666;15;Hotel AU;Recife (PE);1;312.83;312.83;2019/11/28
1670;15;Hotel A;Florianopolis (SC);1;313.02;313.02;2019/12/26
1673;15;Hotel BP;Brasilia (DF);3;247.62;742.86;2020/01/16
1676;15;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/02/06
1679;15;Hotel BD;Natal (RN);3;242.88;728.64;2020/02/27
1680;15;Hotel BW;Campo Grande (MS);3;60.39;181.17;2020/03/05
1685;15;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/04/09
1686;15;Hotel AU;Recife (PE);4;312.83;1251.32;2020/04/16
1689;15;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2020/05/07
1690;15;Hotel AU;Recife (PE);3;312.83;938.49;2020/05/14
1696;15;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/06/25
1699;15;Hotel K;Salvador (BH);1;263.41;263.41;2020/07/16
1705;15;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/08/27
1712;15;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/10/15
1713;15;Hotel BW;Campo Grande (MS);4;60.39;241.56;2020/10/22
1719;15;Hotel K;Salvador (BH);1;263.41;263.41;2020/12/03
1722;15;Hotel AU;Recife (PE);3;312.83;938.49;2020/12/24
1733;15;Hotel K;Salvador (BH);4;263.41;1053.64;2021/03/11
1735;15;Hotel AU;Recife (PE);2;312.83;625.66;2021/03/25
1737;15;Hotel Z;Aracaju (SE);3;208.04;624.12;2021/04/08
1739;15;Hotel Z;Aracaju (SE);2;208.04;416.08;2021/04/22
1740;15;Hotel A;Florianopolis (SC);2;313.02;626.04;2021/04/29
1744;15;Hotel AU;Recife (PE);2;312.83;625.66;2021/05/27
1745;15;Hotel K;Salvador (BH);4;263.41;1053.64;2021/06/03
1747;15;Hotel Z;Aracaju (SE);3;208.04;624.12;2021/06/17
1748;15;Hotel BW;Campo Grande (MS);1;60.39;60.39;2021/06/24
1751;15;Hotel BW;Campo Grande (MS);4;60.39;241.56;2021/07/15
1752;15;Hotel BD;Natal (RN);2;242.88;485.76;2021/07/22
1755;15;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2021/08/12
1756;15;Hotel BW;Campo Grande (MS);2;60.39;120.78;2021/08/19
1757;15;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2021/08/26
1761;15;Hotel BD;Natal (RN);3;242.88;728.64;2021/09/23
1765;15;Hotel BW;Campo Grande (MS);4;60.39;241.56;2021/10/21
1770;15;Hotel BP;Brasilia (DF);1;247.62;247.62;2021/11/25
1774;15;Hotel K;Salvador (BH);2;263.41;526.82;2021/12/23
1777;15;Hotel BD;Natal (RN);1;242.88;242.88;2022/01/13
1778;15;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2022/01/20
1779;15;Hotel BW;Campo Grande (MS);2;60.39;120.78;2022/01/27
1784;15;Hotel A;Florianopolis (SC);3;313.02;939.06;2022/03/03
1785;15;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2022/03/10
1787;15;Hotel K;Salvador (BH);2;263.41;526.82;2022/03/24
1789;15;Hotel BW;Campo Grande (MS);3;60.39;181.17;2022/04/07
1792;15;Hotel K;Salvador (BH);3;263.41;790.23;2022/04/28
1794;15;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2022/05/12
1797;15;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2022/06/02
1804;15;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2022/07/21
1805;16;Hotel BP;Brasilia (DF);2;247.62;495.24;2019/09/26
1808;16;Hotel BW;Campo Grande (MS);3;60.39;181.17;2019/10/17
1811;16;Hotel Z;Aracaju (SE);3;208.04;624.12;2019/11/07
1812;16;Hotel Z;Aracaju (SE);4;208.04;832.16;2019/11/14
1817;16;Hotel Z;Aracaju (SE);2;208.04;416.08;2019/12/19
1819;16;Hotel A;Florianopolis (SC);1;313.02;313.02;2020/01/02
1823;16;Hotel AU;Recife (PE);2;312.83;625.66;2020/01/30
1827;16;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2020/02/27
1828;16;Hotel BW;Campo Grande (MS);3;60.39;181.17;2020/03/05
1832;16;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/04/02
1833;16;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/04/09
1836;16;Hotel BW;Campo Grande (MS);4;60.39;241.56;2020/04/30
1843;16;Hotel BD;Natal (RN);1;242.88;242.88;2020/06/18
1852;16;Hotel K;Salvador (BH);3;263.41;790.23;2020/08/20
1854;16;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2020/09/03
1856;16;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/09/17
1859;16;Hotel A;Florianopolis (SC);3;313.02;939.06;2020/10/08
1863;16;Hotel BD;Natal (RN);2;242.88;485.76;2020/11/05
1865;16;Hotel Z;Aracaju (SE);3;208.04;624.12;2020/11/19
1867;16;Hotel AU;Recife (PE);3;312.83;938.49;2020/12/03
1868;16;Hotel Z;Aracaju (SE);3;208.04;624.12;2020/12/10
1869;16;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/12/17
1873;16;Hotel AU;Recife (PE);1;312.83;312.83;2021/01/14
1877;16;Hotel A;Florianopolis (SC);3;313.02;939.06;2021/02/11
1881;16;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2021/03/11
1883;16;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2021/03/25
1884;16;Hotel K;Salvador (BH);3;263.41;790.23;2021/04/01
1898;16;Hotel AU;Recife (PE);3;312.83;938.49;2021/07/08
1899;16;Hotel K;Salvador (BH);4;263.41;1053.64;2021/07/15
1907;16;Hotel AU;Recife (PE);4;312.83;1251.32;2021/09/09
1908;16;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2021/09/16
1911;16;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2021/10/07
1914;16;Hotel BW;Campo Grande (MS);2;60.39;120.78;2021/10/28
1915;16;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2021/11/04
1916;16;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2021/11/11
1917;16;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2021/11/18
1930;16;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2022/02/17
1934;16;Hotel K;Salvador (BH);1;263.41;263.41;2022/03/17
1935;16;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2022/03/24
1936;16;Hotel AU;Recife (PE);1;312.83;312.83;2022/03/31
1937;16;Hotel AU;Recife (PE);1;312.83;312.83;2022/04/07
1940;16;Hotel BP;Brasilia (DF);1;247.62;247.62;2022/04/28
1947;16;Hotel K;Salvador (BH);4;263.41;1053.64;2022/06/16
1948;16;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2022/06/23
1952;16;Hotel BD;Natal (RN);1;242.88;242.88;2022/07/21
1953;16;Hotel K;Salvador (BH);2;263.41;526.82;2022/07/28
1955;16;Hotel K;Salvador (BH);1;263.41;263.41;2022/08/11
1956;16;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2022/08/18
1957;16;Hotel BD;Natal (RN);4;242.88;971.52;2022/08/25
1960;16;Hotel BP;Brasilia (DF);1;247.62;247.62;2022/09/15
1974;17;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2019/12/26
1976;17;Hotel AU;Recife (PE);3;312.83;938.49;2020/01/09
1978;17;Hotel BD;Natal (RN);1;242.88;242.88;2020/01/23
1988;17;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/04/02
1992;17;Hotel BP;Brasilia (DF);2;247.62;495.24;2020/04/30
1993;17;Hotel BP;Brasilia (DF);4;247.62;990.48;2020/05/07
1996;17;Hotel Z;Aracaju (SE);1;208.04;208.04;2020/05/28
1997;17;Hotel Z;Aracaju (SE);2;208.04;416.08;2020/06/04
2004;18;Hotel BD;Natal (RN);4;242.88;971.52;2019/10/31
2005;18;Hotel K;Salvador (BH);3;263.41;790.23;2019/11/07
2006;18;Hotel BP;Brasilia (DF);2;247.62;495.24;2019/11/14
2016;18;Hotel BW;Campo Grande (MS);1;60.39;60.39;2020/01/23
2020;18;Hotel A;Florianopolis (SC);1;313.02;313.02;2020/02/20
2022;18;Hotel BD;Natal (RN);1;242.88;242.88;2020/03/05
2024;18;Hotel A;Florianopolis (SC);1;313.02;313.02;2020/03/19
2030;18;Hotel A;Florianopolis (SC);1;313.02;313.02;2020/04/30
2034;18;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/05/28
2037;18;Hotel A;Florianopolis (SC);3;313.02;939.06;2020/06/18
2041;18;Hotel K;Salvador (BH);1;263.41;263.41;2020/07/16
2045;18;Hotel BD;Natal (RN);4;242.88;971.52;2020/08/13
2049;18;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/09/10
2050;18;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/09/17
2051;18;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/09/24
2052;18;Hotel K;Salvador (BH);1;263.41;263.41;2020/10/01
2053;18;Hotel BD;Natal (RN);2;242.88;485.76;2020/10/08
2056;18;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/10/29
2058;18;Hotel K;Salvador (BH);3;263.41;790.23;2020/11/12
2066;18;Hotel BP;Brasilia (DF);2;247.62;495.24;2021/01/07
2067;18;Hotel BW;Campo Grande (MS);3;60.39;181.17;2021/01/14
2069;18;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2021/01/28
2070;18;Hotel A;Florianopolis (SC);1;313.02;313.02;2021/02/04
2072;18;Hotel K;Salvador (BH);4;263.41;1053.64;2021/02/18
2073;18;Hotel BD;Natal (RN);2;242.88;485.76;2021/02/25
2075;18;Hotel K;Salvador (BH);3;263.41;790.23;2021/03/11
2078;18;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2021/04/01
2084;18;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2021/05/13
2086;18;Hotel Z;Aracaju (SE);2;208.04;416.08;2021/05/27
2089;18;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2021/06/17
2091;18;Hotel Z;Aracaju (SE);2;208.04;416.08;2021/07/01
2097;18;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2021/08/12
2102;18;Hotel BW;Campo Grande (MS);3;60.39;181.17;2021/09/16
2103;18;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2021/09/23
2104;18;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2021/09/30
2110;18;Hotel A;Florianopolis (SC);1;313.02;313.02;2021/11/11
2119;18;Hotel K;Salvador (BH);1;263.41;263.41;2022/01/13
2120;18;Hotel BW;Campo Grande (MS);2;60.39;120.78;2022/01/20
2130;18;Hotel AU;Recife (PE);2;312.83;625.66;2022/03/31
2131;18;Hotel A;Florianopolis (SC);2;313.02;626.04;2022/04/07
2134;19;Hotel AU;Recife (PE);3;312.83;938.49;2019/10/03
2135;19;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2019/10/10
2136;19;Hotel AU;Recife (PE);2;312.83;625.66;2019/10/17
2137;19;Hotel BP;Brasilia (DF);4;247.62;990.48;2019/10/24
2140;19;Hotel BD;Natal (RN);3;242.88;728.64;2019/11/14
2142;19;Hotel K;Salvador (BH);1;263.41;263.41;2019/11/28
2143;19;Hotel BW;Campo Grande (MS);4;60.39;241.56;2019/12/05
2148;19;Hotel A;Florianopolis (SC);4;313.02;1252.08;2020/01/09
2151;19;Hotel BW;Campo Grande (MS);3;60.39;181.17;2020/01/30
2153;19;Hotel Z;Aracaju (SE);4;208.04;832.16;2020/02/13
2156;19;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/03/05
2159;19;Hotel AU;Recife (PE);2;312.83;625.66;2020/03/26
2160;19;Hotel K;Salvador (BH);1;263.41;263.41;2020/04/02
2163;19;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/04/23
2164;19;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/04/30
2166;19;Hotel AU;Recife (PE);4;312.83;1251.32;2020/05/14
2169;19;Hotel BP;Brasilia (DF);2;247.62;495.24;2020/06/04
2170;19;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/06/11
2171;19;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/06/18
2173;19;Hotel AU;Recife (PE);3;312.83;938.49;2020/07/02
2175;19;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/07/16
2178;19;Hotel BD;Natal (RN);1;242.88;242.88;2020/08/06
2179;19;Hotel BD;Natal (RN);4;242.88;971.52;2020/08/13
2185;19;Hotel A;Florianopolis (SC);4;313.02;1252.08;2020/09/24
2188;19;Hotel AU;Recife (PE);4;312.83;1251.32;2020/10/15
2198;19;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/12/24
2208;19;Hotel BP;Brasilia (DF);4;247.62;990.48;2021/03/04
2209;19;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2021/03/11
2211;19;Hotel A;Florianopolis (SC);3;313.02;939.06;2021/03/25
2213;19;Hotel K;Salvador (BH);3;263.41;790.23;2021/04/08
2215;19;Hotel AU;Recife (PE);1;312.83;312.83;2021/04/22
2217;20;Hotel BD;Natal (RN);3;242.88;728.64;2019/10/03
2221;20;Hotel BP;Brasilia (DF);3;247.62;742.86;2019/10/31
2225;20;Hotel Z;Aracaju (SE);3;208.04;624.12;2019/11/28
2227;20;Hotel K;Salvador (BH);1;263.41;263.41;2019/12/12
2236;20;Hotel BP;Brasilia (DF);1;247.62;247.62;2020/02/13
2241;20;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/03/19
2242;20;Hotel K;Salvador (BH);1;263.41;263.41;2020/03/26
2246;20;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2020/04/23
2247;20;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/04/30
2248;20;Hotel AU;Recife (PE);1;312.83;312.83;2020/05/07
2252;20;Hotel BW;Campo Grande (MS);2;60.39;120.78;2020/06/04
2258;20;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/07/16
2262;20;Hotel BW;Campo Grande (MS);3;60.39;181.17;2020/08/13
2263;20;Hotel Z;Aracaju (SE);3;208.04;624.12;2020/08/20
2266;20;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2020/09/10
2267;20;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2020/09/17
2272;20;Hotel BD;Natal (RN);4;242.88;971.52;2020/10/22
2274;20;Hotel BW;Campo Grande (MS);3;60.39;181.17;2020/11/05
2278;20;Hotel A;Florianopolis (SC);2;313.02;626.04;2020/12/03
2283;20;Hotel A;Florianopolis (SC);2;313.02;626.04;2021/01/07
2284;20;Hotel AU;Recife (PE);3;312.83;938.49;2021/01/14
2285;20;Hotel BP;Brasilia (DF);2;247.62;495.24;2021/01/21
2288;20;Hotel A;Florianopolis (SC);4;313.02;1252.08;2021/02/11
2290;20;Hotel AU;Recife (PE);2;312.83;625.66;2021/02/25
2292;20;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2021/03/11
2298;21;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2019/10/31
2317;21;Hotel K;Salvador (BH);1;263.41;263.41;2020/03/12
2319;21;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/03/26
2323;21;Hotel K;Salvador (BH);2;263.41;526.82;2020/04/23
2325;21;Hotel AF;Sao Paulo (SP);3;139.1;417.3;2020/05/07
2327;21;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2020/05/21
2329;21;Hotel K;Salvador (BH);4;263.41;1053.64;2020/06/04
2337;21;Hotel K;Salvador (BH);3;263.41;790.23;2020/07/30
2344;21;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2020/09/17
2348;21;Hotel AU;Recife (PE);3;312.83;938.49;2020/10/15
2352;21;Hotel BW;Campo Grande (MS);1;60.39;60.39;2020/11/12
2356;21;Hotel K;Salvador (BH);1;263.41;263.41;2020/12/10
2358;21;Hotel A;Florianopolis (SC);4;313.02;1252.08;2020/12/24
2362;21;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2021/01/21
2363;21;Hotel BW;Campo Grande (MS);4;60.39;241.56;2021/01/28
2364;21;Hotel Z;Aracaju (SE);4;208.04;832.16;2021/02/04
2365;21;Hotel Z;Aracaju (SE);2;208.04;416.08;2021/02/11
2367;21;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2021/02/25
2378;21;Hotel BP;Brasilia (DF);4;247.62;990.48;2021/05/13
2383;21;Hotel BW;Campo Grande (MS);3;60.39;181.17;2021/06/17
2387;21;Hotel K;Salvador (BH);3;263.41;790.23;2021/07/15
2389;21;Hotel AU;Recife (PE);1;312.83;312.83;2021/07/29
2393;21;Hotel BW;Campo Grande (MS);3;60.39;181.17;2021/08/26
2396;21;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2021/09/16
2400;21;Hotel K;Salvador (BH);4;263.41;1053.64;2021/10/14
2401;21;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2021/10/21
2405;21;Hotel BW;Campo Grande (MS);2;60.39;120.78;2021/11/18
2406;21;Hotel BP;Brasilia (DF);2;247.62;495.24;2021/11/25
2408;21;Hotel A;Florianopolis (SC);3;313.02;939.06;2021/12/09
2414;21;Hotel Z;Aracaju (SE);1;208.04;208.04;2022/01/20
2417;21;Hotel BW;Campo Grande (MS);2;60.39;120.78;2022/02/10
2422;21;Hotel BD;Natal (RN);3;242.88;728.64;2022/03/17
2423;21;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2022/03/24
2429;21;Hotel AU;Recife (PE);3;312.83;938.49;2022/05/05
2442;21;Hotel K;Salvador (BH);3;263.41;790.23;2022/08/04
2445;21;Hotel BP;Brasilia (DF);1;247.62;247.62;2022/08/25
2448;21;Hotel AU;Recife (PE);4;312.83;1251.32;2022/09/15
2450;21;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2022/09/29
2453;21;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2022/10/20
2454;21;Hotel BW;Campo Grande (MS);1;60.39;60.39;2022/10/27
2461;21;Hotel CB;Rio de Janeiro (RJ);3;165.99;497.97;2022/12/15
2463;21;Hotel AF;Sao Paulo (SP);4;139.1;556.4;2022/12/29
2465;21;Hotel Z;Aracaju (SE);1;208.04;208.04;2023/01/12
2467;21;Hotel AU;Recife (PE);1;312.83;312.83;2023/01/26
2469;21;Hotel BD;Natal (RN);2;242.88;485.76;2023/02/09
2476;21;Hotel K;Salvador (BH);2;263.41;526.82;2023/03/30
2479;21;Hotel BW;Campo Grande (MS);2;60.39;120.78;2023/04/20
2482;21;Hotel BW;Campo Grande (MS);1;60.39;60.39;2023/05/11
2483;21;Hotel BW;Campo Grande (MS);1;60.39;60.39;2023/05/18
2484;21;Hotel BD;Natal (RN);4;242.88;971.52;2023/05/25
2486;21;Hotel CB;Rio de Janeiro (RJ);2;165.99;331.98;2023/06/08
2488;21;Hotel BW;Campo Grande (MS);1;60.39;60.39;2023/06/22
2489;21;Hotel A;Florianopolis (SC);4;313.02;1252.08;2023/06/29
2495;22;Hotel BW;Campo Grande (MS);4;60.39;241.56;2019/10/17
2499;22;Hotel AF;Sao Paulo (SP);1;139.1;139.1;2019/11/14
2503;22;Hotel A;Florianopolis (SC);1;313.02;313.02;2019/12/12
2504;22;Hotel K;Salvador (BH);2;263.41;526.82;2019/12/19
2507;22;Hotel AF;Sao Paulo (SP);2;139.1;278.2;2020/01/09
2513;22;Hotel CB;Rio de Janeiro (RJ);1;165.99;165.99;2020/02/20
2514;22;Hotel A;Florianopolis (SC);4;313.02;1252.08;2020/02/27
2522;22;Hotel BW;Campo Grande (MS);4;60.39;241.56;2020/04/23
2523;22;Hotel K;Salvador (BH);3;263.41;790.23;2020/04/30
2525;22;Hotel CB;Rio de Janeiro (RJ);4;165.99;663.96;2020/05/14
